"","sessionKEY","round.dt","full_time","actor","subject","dyadID","behavior","actor.sex","actor.site","subject.sex","subject.site","new.dyad","opp.sex","n","date","undir.dyad"
"519","2021-04-05_Annemarie",2021-04-05 17:25:00,17:29:39,"OGO","PPP","OGO-PPP","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-05,"OGO-PPP"
"520","2021-04-05_Annemarie",2021-04-05 17:25:00,17:29:39,"PPP","OGO","PPP-OGO","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-05,"OGO-PPP"
"521","2021-04-05_Cesar",2021-04-05 17:25:00,17:29:47,"BBB","PBO","BBB-PBO","NN","male","Galloway","female","Florida City",TRUE,TRUE,1,2021-04-05,"BBB-PBO"
"522","2021-04-05_Cesar",2021-04-05 17:25:00,17:29:47,"PBO","BBB","PBO-BBB","NN","female","Florida City","male","Galloway",TRUE,TRUE,1,2021-04-05,"BBB-PBO"
"523","2021-04-05_Claire",2021-04-05 17:30:00,17:30:06,"OOO","PGG","OOO-PGG","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"524","2021-04-05_Claire",2021-04-05 17:30:00,17:30:16,"GGG","PBB","GGG-PBB","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGG-PBB"
"525","2021-04-05_Claire",2021-04-05 17:30:00,17:30:23,"GGG","PBB","GGG-PBB","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGG-PBB"
"526","2021-04-05_Claire",2021-04-05 17:30:00,17:30:26,"PBB","POP","PBB-POP","NN","female","Goulds","female","Perrine",TRUE,FALSE,1,2021-04-05,"PBB-POP"
"527","2021-04-05_Claire",2021-04-05 17:30:00,17:30:29,"POP","OOO","POP-OOO","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-05,"OOO-POP"
"528","2021-04-05_Claire",2021-04-05 17:30:00,17:30:31,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"529","2021-04-05_Claire",2021-04-05 17:30:00,17:30:37,"OOO","PGG","OOO-PGG","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"530","2021-04-05_Claire",2021-04-05 17:30:00,17:30:45,"PGG","OPP","PGG-OPP","NN","male","Perrine","male","Galloway",TRUE,FALSE,1,2021-04-05,"OPP-PGG"
"531","2021-04-05_Cesar",2021-04-05 17:30:00,17:30:51,"GGG","PBB","GGG-PBB","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGG-PBB"
"532","2021-04-05_Cesar",2021-04-05 17:30:00,17:30:51,"PBB","GGG","PBB-GGG","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGG-PBB"
"533","2021-04-05_Cesar",2021-04-05 17:30:00,17:31:06,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"534","2021-04-05_Cesar",2021-04-05 17:30:00,17:31:08,"OOO","PGG","OOO-PGG","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"535","2021-04-05_Annemarie",2021-04-05 17:30:00,17:31:28,"GOP","PBO","GOP-PBO","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-05,"GOP-PBO"
"536","2021-04-05_Annemarie",2021-04-05 17:30:00,17:31:28,"PBO","GOP","PBO-GOP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-05,"GOP-PBO"
"537","2021-04-05_Annemarie",2021-04-05 17:30:00,17:31:47,"PBO","OBB","PBO-OBB","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-05,"OBB-PBO"
"538","2021-04-05_Cesar",2021-04-05 17:30:00,17:33:14,"GGO","OOP","GGO-OOP","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGO-OOP"
"539","2021-04-05_Cesar",2021-04-05 17:30:00,17:33:14,"OOP","GGO","OOP-GGO","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGO-OOP"
"540","2021-04-05_Annemarie",2021-04-05 17:30:00,17:33:49,"GGO","GPG","GGO-GPG","s2s","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-05,"GGO-GPG"
"541","2021-04-05_Claire",2021-04-05 17:30:00,17:34:04,"BBP","BOB","BBP-BOB","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"BBP-BOB"
"542","2021-04-05_Claire",2021-04-05 17:30:00,17:34:04,"BOB","BBP","BOB-BBP","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"BBP-BOB"
"543","2021-04-05_Cesar",2021-04-05 17:30:00,17:34:04,"OPP","PPP","OPP-PPP","NN","male","Galloway","male","Florida City",TRUE,FALSE,1,2021-04-05,"OPP-PPP"
"544","2021-04-05_Cesar",2021-04-05 17:30:00,17:34:04,"PPP","OPP","PPP-OPP","NN","male","Florida City","male","Galloway",TRUE,FALSE,1,2021-04-05,"OPP-PPP"
"545","2021-04-05_Cesar",2021-04-05 17:30:00,17:34:27,"BBP","BOB","BBP-BOB","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"BBP-BOB"
"546","2021-04-05_Cesar",2021-04-05 17:30:00,17:34:27,"BOB","BBP","BOB-BBP","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"BBP-BOB"
"547","2021-04-05_Cesar",2021-04-05 17:35:00,17:35:18,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"548","2021-04-05_Cesar",2021-04-05 17:35:00,17:35:18,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"549","2021-04-05_Cesar",2021-04-05 17:35:00,17:35:35,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"550","2021-04-05_Claire",2021-04-05 17:35:00,17:35:42,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"551","2021-04-05_Claire",2021-04-05 17:35:00,17:35:42,"OPP","BBB","OPP-BBB","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"552","2021-04-05_Cesar",2021-04-05 17:35:00,17:35:43,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"553","2021-04-05_Cesar",2021-04-05 17:35:00,17:35:43,"OPP","BBB","OPP-BBB","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"554","2021-04-05_Annemarie",2021-04-05 17:35:00,17:35:53,"GPG","OOP","GPG-OOP","s2s","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-05,"GPG-OOP"
"555","2021-04-05_Cesar",2021-04-05 17:35:00,17:36:02,"BBB","OPP","BBB-OPP","beak_touch","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"556","2021-04-05_Claire",2021-04-05 17:35:00,17:36:11,"PGG","OOO","PGG-OOO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"557","2021-04-05_Claire",2021-04-05 17:35:00,17:36:13,"OOO","POP","OOO-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-05,"OOO-POP"
"558","2021-04-05_Xavier",2021-04-05 17:35:00,17:36:15,"OOO","POP","OOO-POP","allop","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-05,"OOO-POP"
"559","2021-04-05_Annemarie",2021-04-05 17:35:00,17:36:20,"OOP","GPG","OOP-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-05,"GPG-OOP"
"560","2021-04-05_Xavier",2021-04-05 17:35:00,17:37:02,"PGG","OOO","PGG-OOO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"561","2021-04-05_Cesar",2021-04-05 17:35:00,17:37:10,"PGG","OOO","PGG-OOO","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"562","2021-04-05_Annemarie",2021-04-05 17:35:00,17:37:18,"OBG","POO","OBG-POO","s2s","female","Florida City","male","Galloway",TRUE,TRUE,1,2021-04-05,"OBG-POO"
"563","2021-04-05_Annemarie",2021-04-05 17:35:00,17:37:26,"POO","PPB","POO-PPB","NN","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"564","2021-04-05_Xavier",2021-04-05 17:35:00,17:37:27,"PGG","OOO","PGG-OOO","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"565","2021-04-05_Cesar",2021-04-05 17:35:00,17:37:35,"PGG","OOO","PGG-OOO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"566","2021-04-05_Cesar",2021-04-05 17:35:00,17:37:37,"OOO","POP","OOO-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-05,"OOO-POP"
"567","2021-04-05_Annemarie",2021-04-05 17:35:00,17:37:42,"POO","PPB","POO-PPB","s2s","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"568","2021-04-05_Cesar",2021-04-05 17:35:00,17:37:47,"PGG","OOO","PGG-OOO","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"569","2021-04-05_Annemarie",2021-04-05 17:35:00,17:37:53,"PGG","OOO","PGG-OOO","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"570","2021-04-05_Xavier",2021-04-05 17:35:00,17:38:37,"OOO","POP","OOO-POP","allop","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-05,"OOO-POP"
"571","2021-04-05_Xavier",2021-04-05 17:35:00,17:38:37,"POP","OOO","POP-OOO","allop","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-05,"OOO-POP"
"572","2021-04-05_Annemarie",2021-04-05 17:35:00,17:38:38,"POP","OOO","POP-OOO","allop","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-05,"OOO-POP"
"573","2021-04-05_Xavier",2021-04-05 17:35:00,17:39:14,"OOO","PGG","OOO-PGG","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"574","2021-04-05_Xavier",2021-04-05 17:35:00,17:39:17,"POP","OOO","POP-OOO","allop","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-05,"OOO-POP"
"575","2021-04-05_Cesar",2021-04-05 17:35:00,17:39:22,"BBP","BOB","BBP-BOB","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"BBP-BOB"
"576","2021-04-05_Cesar",2021-04-05 17:35:00,17:39:22,"BOB","BBP","BOB-BBP","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"BBP-BOB"
"577","2021-04-05_Claire",2021-04-05 17:35:00,17:39:27,"PPB","POO","PPB-POO","allop","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"578","2021-04-05_Claire",2021-04-05 17:35:00,17:39:36,"GGG","PBB","GGG-PBB","s2s","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGG-PBB"
"579","2021-04-05_Annemarie",2021-04-05 17:35:00,17:39:45,"GGG","PBB","GGG-PBB","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGG-PBB"
"580","2021-04-05_Annemarie",2021-04-05 17:35:00,17:39:45,"PBB","GGG","PBB-GGG","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGG-PBB"
"581","2021-04-05_Xavier",2021-04-05 17:35:00,17:39:56,"PGG","OOO","PGG-OOO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"582","2021-04-05_Cesar",2021-04-05 17:35:00,17:39:56,"POO","PPB","POO-PPB","NN","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"583","2021-04-05_Cesar",2021-04-05 17:35:00,17:39:56,"PPB","POO","PPB-POO","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"584","2021-04-05_Xavier",2021-04-05 17:40:00,17:40:06,"OOO","PGG","OOO-PGG","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"585","2021-04-05_Cesar",2021-04-05 17:40:00,17:40:21,"POO","PPB","POO-PPB","allop","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"586","2021-04-05_Xavier",2021-04-05 17:40:00,17:40:28,"POO","PPB","POO-PPB","allop","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"587","2021-04-05_Xavier",2021-04-05 17:40:00,17:40:28,"PPB","POO","PPB-POO","allop","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"588","2021-04-05_Claire",2021-04-05 17:40:00,17:41:55,"PBO","GOP","PBO-GOP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-05,"GOP-PBO"
"589","2021-04-05_Claire",2021-04-05 17:40:00,17:42:01,"PBB","GGG","PBB-GGG","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-05,"GGG-PBB"
"590","2021-04-05_Xavier",2021-04-05 17:40:00,17:42:39,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-05,"OOO-PGG"
"591","2021-04-05_Cesar",2021-04-05 17:40:00,17:42:44,"GGO","GPG","GGO-GPG","s2s","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-05,"GGO-GPG"
"592","2021-04-05_Cesar",2021-04-05 17:40:00,17:42:46,"GGO","GPG","GGO-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-05,"GGO-GPG"
"593","2021-04-05_Xavier",2021-04-05 17:40:00,17:42:47,"POP","PGG","POP-PGG","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-05,"PGG-POP"
"594","2021-04-05_Xavier",2021-04-05 17:40:00,17:43:10,"PPB","POO","PPB-POO","s2s","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-05,"POO-PPB"
"595","2021-04-05_Cesar",2021-04-05 17:40:00,17:44:29,"OOP","GPG","OOP-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-05,"GPG-OOP"
"596","2021-04-05_Cesar",2021-04-05 17:40:00,17:44:42,"GGO","GPG","GGO-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-05,"GGO-GPG"
"597","2021-04-05_Cesar",2021-04-05 17:50:00,17:51:25,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"598","2021-04-05_Cesar",2021-04-05 17:50:00,17:51:25,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-05,"BBB-OPP"
"599","2021-04-06_Claire",2021-04-06 08:50:00,08:50:33,"POO","PPB","POO-PPB","allop","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-06,"POO-PPB"
"600","2021-04-06_Annemarie",2021-04-06 08:50:00,08:50:55,"OBB","OBG","OBB-OBG","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-06,"OBB-OBG"
"601","2021-04-06_Annemarie",2021-04-06 08:50:00,08:50:55,"OBG","OBB","OBG-OBB","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-06,"OBB-OBG"
"602","2021-04-06_Annemarie",2021-04-06 08:50:00,08:51:07,"GOP","PBB","GOP-PBB","NN","male","Florida City","female","Goulds",TRUE,TRUE,1,2021-04-06,"GOP-PBB"
"603","2021-04-06_Annemarie",2021-04-06 08:50:00,08:51:07,"PBB","GOP","PBB-GOP","NN","female","Goulds","male","Florida City",TRUE,TRUE,1,2021-04-06,"GOP-PBB"
"604","2021-04-06_Claire",2021-04-06 08:50:00,08:51:12,"OOP","GPG","OOP-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"605","2021-04-06_Annemarie",2021-04-06 08:50:00,08:51:16,"OPP","BBB","OPP-BBB","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-06,"BBB-OPP"
"606","2021-04-06_Annemarie",2021-04-06 08:50:00,08:51:31,"PBO","PPP","PBO-PPP","s2s","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-06,"PBO-PPP"
"607","2021-04-06_Annemarie",2021-04-06 08:50:00,08:51:59,"POO","PPB","POO-PPB","NN","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-06,"POO-PPB"
"608","2021-04-06_Annemarie",2021-04-06 08:50:00,08:51:59,"PPB","POO","PPB-POO","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-06,"POO-PPB"
"609","2021-04-06_Cesar",2021-04-06 08:50:00,08:53:10,"BOB","POP","BOB-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-06,"BOB-POP"
"610","2021-04-06_Cesar",2021-04-06 08:50:00,08:53:10,"POP","BOB","POP-BOB","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-06,"BOB-POP"
"611","2021-04-06_Cesar",2021-04-06 08:50:00,08:53:14,"OOO","BOB","OOO-BOB","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BOB-OOO"
"612","2021-04-06_Cesar",2021-04-06 08:50:00,08:53:35,"OOO","POP","OOO-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-06,"OOO-POP"
"613","2021-04-06_Cesar",2021-04-06 08:50:00,08:53:35,"POP","OOO","POP-OOO","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-06,"OOO-POP"
"614","2021-04-06_Cesar",2021-04-06 08:50:00,08:53:49,"BBP","BOB","BBP-BOB","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"615","2021-04-06_Claire",2021-04-06 08:55:00,08:55:15,"BBP","BOB","BBP-BOB","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"616","2021-04-06_Claire",2021-04-06 08:55:00,08:55:33,"GPG","OOP","GPG-OOP","s2s","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"617","2021-04-06_Cesar",2021-04-06 08:55:00,08:55:36,"BOB","BBP","BOB-BBP","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"618","2021-04-06_Cesar",2021-04-06 08:55:00,08:55:38,"OOO","POP","OOO-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-06,"OOO-POP"
"619","2021-04-06_Cesar",2021-04-06 08:55:00,08:55:59,"BBB","POO","BBB-POO","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-06,"BBB-POO"
"620","2021-04-06_Annemarie",2021-04-06 08:55:00,08:56:09,"OOP","GPG","OOP-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"621","2021-04-06_Annemarie",2021-04-06 08:55:00,08:56:17,"GPG","OOP","GPG-OOP","beak_touch","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"622","2021-04-06_Cesar",2021-04-06 08:55:00,08:56:17,"OOO","POP","OOO-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-06,"OOO-POP"
"623","2021-04-06_Cesar",2021-04-06 08:55:00,08:56:17,"POP","OOO","POP-OOO","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-06,"OOO-POP"
"624","2021-04-06_Xavier",2021-04-06 08:55:00,08:56:30,"GPG","OOP","GPG-OOP","alloF","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"625","2021-04-06_Cesar",2021-04-06 08:55:00,08:56:34,"OOO","PGG","OOO-PGG","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"OOO-PGG"
"626","2021-04-06_Annemarie",2021-04-06 08:55:00,08:56:44,"PGG","OOO","PGG-OOO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"OOO-PGG"
"627","2021-04-06_Xavier",2021-04-06 08:55:00,08:57:05,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-06,"BBB-OPP"
"628","2021-04-06_Xavier",2021-04-06 08:55:00,08:57:05,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-06,"BBB-OPP"
"629","2021-04-06_Annemarie",2021-04-06 08:55:00,08:57:33,"BBP","BOB","BBP-BOB","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"630","2021-04-06_Annemarie",2021-04-06 08:55:00,08:57:33,"BOB","BBP","BOB-BBP","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"631","2021-04-06_Cesar",2021-04-06 08:55:00,08:57:35,"BBP","BOB","BBP-BOB","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"632","2021-04-06_Cesar",2021-04-06 08:55:00,08:57:35,"BOB","BBP","BOB-BBP","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"633","2021-04-06_Claire",2021-04-06 08:55:00,08:57:38,"BBP","BOB","BBP-BOB","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"634","2021-04-06_Claire",2021-04-06 08:55:00,08:57:40,"BBP","BOB","BBP-BOB","beak_touch","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"635","2021-04-06_Claire",2021-04-06 08:55:00,08:57:51,"BBP","BOB","BBP-BOB","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-06,"BBP-BOB"
"636","2021-04-06_Cesar",2021-04-06 08:55:00,08:58:00,"GOO","OBG","GOO-OBG","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-06,"GOO-OBG"
"637","2021-04-06_Claire",2021-04-06 08:55:00,08:58:00,"GPG","OOP","GPG-OOP","s2s","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"638","2021-04-06_Annemarie",2021-04-06 08:55:00,08:58:00,"PPB","POO","PPB-POO","s2s","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-06,"POO-PPB"
"639","2021-04-06_Xavier",2021-04-06 08:55:00,08:58:12,"PPB","POO","PPB-POO","s2s","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-06,"POO-PPB"
"640","2021-04-06_Cesar",2021-04-06 08:55:00,08:58:36,"GOO","OBG","GOO-OBG","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-06,"GOO-OBG"
"641","2021-04-06_Annemarie",2021-04-06 08:55:00,08:58:59,"GOO","OBG","GOO-OBG","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-06,"GOO-OBG"
"642","2021-04-06_Annemarie",2021-04-06 08:55:00,08:58:59,"OBG","GOO","OBG-GOO","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-06,"GOO-OBG"
"643","2021-04-06_Xavier",2021-04-06 08:55:00,08:59:07,"OBG","GOO","OBG-GOO","alloF","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-06,"GOO-OBG"
"644","2021-04-06_Annemarie",2021-04-06 08:55:00,08:59:49,"PBO","PPP","PBO-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-06,"PBO-PPP"
"645","2021-04-06_Annemarie",2021-04-06 08:55:00,08:59:49,"PPP","PBO","PPP-PBO","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-06,"PBO-PPP"
"646","2021-04-06_Claire",2021-04-06 09:00:00,09:00:05,"GOP","GGO","GOP-GGO","NN","male","Florida City","female","Goulds",TRUE,TRUE,1,2021-04-06,"GGO-GOP"
"647","2021-04-06_Claire",2021-04-06 09:00:00,09:00:11,"GGO","GPG","GGO-GPG","NN","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-06,"GGO-GPG"
"648","2021-04-06_Claire",2021-04-06 09:00:00,09:00:13,"GPG","OOP","GPG-OOP","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"649","2021-04-06_Cesar",2021-04-06 09:00:00,09:00:15,"OOP","GPG","OOP-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"650","2021-04-06_Cesar",2021-04-06 09:00:00,09:00:23,"GGO","GPG","GGO-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-06,"GGO-GPG"
"651","2021-04-06_Cesar",2021-04-06 09:00:00,09:00:28,"GGO","GPG","GGO-GPG","s2s","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-06,"GGO-GPG"
"652","2021-04-06_Cesar",2021-04-06 09:00:00,09:02:54,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-06,"BBB-OPP"
"653","2021-04-06_Cesar",2021-04-06 09:00:00,09:02:54,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-06,"BBB-OPP"
"654","2021-04-06_Claire",2021-04-06 09:05:00,09:07:54,"PBB","GGG","PBB-GGG","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-06,"GGG-PBB"
"655","2021-04-06_Xavier",2021-04-06 09:10:00,09:13:26,"GGG","PBB","GGG-PBB","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-06,"GGG-PBB"
"656","2021-04-06_Xavier",2021-04-06 09:10:00,09:13:26,"PBB","GGG","PBB-GGG","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-06,"GGG-PBB"
"657","2021-04-06_Claire",2021-04-06 09:15:00,09:15:12,"GPG","OOP","GPG-OOP","allop","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"658","2021-04-06_Claire",2021-04-06 09:15:00,09:15:16,"OOP","GPG","OOP-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-06,"GPG-OOP"
"659","2021-04-06_Cesar",2021-04-06 09:15:00,09:15:18,"PPB","POO","PPB-POO","s2s","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-06,"POO-PPB"
"660","2021-04-06_Claire",2021-04-06 09:15:00,09:15:54,"PPB","POO","PPB-POO","s2s","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-06,"POO-PPB"
"661","2021-04-06_Claire",2021-04-06 09:15:00,09:16:31,"PPB","POO","PPB-POO","allop","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-06,"POO-PPB"
"662","2021-04-06_Annemarie",2021-04-06 09:15:00,09:16:37,"PBO","PPP","PBO-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-06,"PBO-PPP"
